dataset,transform,model,split_id,Accuracy,Accuracy_race_White_0,Accuracy_race_White_0-race_White_1,Accuracy_race_White_0/race_White_1,Accuracy_race_White_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_race_White_0,TNR_race_White_0-race_White_1,TNR_race_White_0/race_White_1,TNR_race_White_1,TPR,TPR-ratio,TPR_race_White_0,TPR_race_White_0-race_White_1,TPR_race_White_0/race_White_1,TPR_race_White_1,prob_pos,prob_pos_race_White_0,prob_pos_race_White_0-race_White_1,prob_pos_race_White_0/race_White_1,prob_pos_race_White_1,seed,PR_t,t_s0,t_s1
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",4,0.7592459505776992,0.8136498516320475,0.06324018675398302,0.9222759192702688,0.7504096648780645,0.8032048896579075,0.8532356589166503,0.6470540562444282,0.7160339568556834,0.8004231311706629,0.1000267379137042,0.8750326745712489,0.7003963932569587,0.8903758224601316,0.9920131446467068,0.8838951310861424,0.007116380057624494,0.9920131446467068,0.8910115111437669,0.4342694455193764,0.3080118694362018,0.14676434108334968,0.6772822815079065,0.4547762105195514,9640.0,0.5,0.3415430267062316,0.2376216945667193
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",5,0.8470617502349495,0.8969337289812067,0.057972189283876825,0.935366251250552,0.8389615396973299,0.7640443245329323,0.9116436672425065,0.6601977522569551,0.928668553158649,0.9579219558063,0.03467414468115293,0.9638027456506444,0.9232478111251472,0.5994200959072153,0.9518700688419376,0.5730337078651685,0.028974619345216057,0.9518700688419376,0.6020083272103846,0.20222234507159048,0.1262116716122651,0.0883563327574936,0.5882129163804323,0.2145680043697587,12050.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam",5,0.8302835977665984,0.8761622156280909,0.053330226423965454,0.9391320174817916,0.8228319892041256,0.7654895212596986,0.9102665271227054,0.6504213163288545,0.8939767005990225,0.92524682651622,0.03706457273741615,0.9599408809895914,0.8881822537788039,0.6370023419203747,0.9630226061071868,0.6154806491885143,0.02363274782348668,0.9630226061071868,0.639113397012001,0.2376306042346177,0.16043521266073196,0.08973347287729458,0.6413081330130954,0.2501686855380265,12050.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",5,0.7521421858588092,0.8415430267062315,0.10392133213951238,0.8765109699188446,0.7376216945667191,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,12050.0,0.1,-0.2922848664688426,-0.8118915271664041
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",5,0.8086406103156615,0.8718100890207715,0.07342947018582624,0.9157735484934532,0.7983806188349453,0.6704623247154478,0.9524337006484559,0.5066628661013326,0.9444709859983096,0.9590973201692524,0.017336637153178902,0.9819240062623472,0.9417606830160736,0.39645366343258615,0.9682977303520752,0.40823970037453183,0.012942125062261443,0.9682977303520752,0.3952975753122704,0.14002985239648405,0.09910979228486648,0.04756629935154391,0.6757051621647095,0.14667609163641038,12050.0,0.2,0.02596439169139462,-0.15594576358320208
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",5,0.8183702802808337,0.8613254203758655,0.049931917178872916,0.9420289753469908,0.8113935031969925,0.7894967942287885,0.8951186214246508,0.6664974876922297,0.8467531512991071,0.8890456041372825,0.05012936943762658,0.9436144004263184,0.8389162346996559,0.73224043715847,0.9728729978417868,0.714107365792759,0.019911737807534857,0.9728729978417868,0.7340191036002939,0.2967549339377522,0.20652818991097924,0.1048813785753492,0.6632043803755062,0.31140956848632845,12050.0,0.3,0.1011021619330224,0.02687263897622796
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",5,0.7758306152910609,0.8265084075173096,0.05890888304987396,0.9287256094262536,0.7675995244674356,0.8026778509142156,0.8622466622255914,0.6543052003410059,0.7494395648818493,0.8234602726845323,0.0877369638898291,0.8934533130495766,0.7357233087947032,0.8559161369465819,0.9830658105939004,0.8426966292134831,0.014516204487227125,0.9830658105939004,0.8572128337007102,0.40060257615125217,0.2820969337289812,0.13775333777440854,0.6718988955725937,0.41985027150338977,12050.0,0.4,0.2012858555885263,0.11468474547226608
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",5,0.7405052794516004,0.7948565776458951,0.06317904013344455,0.9205151697674059,0.7316775375124506,0.7995695731407896,0.8459496259266501,0.6365185070466161,0.6824445996104517,0.7740949694405266,0.10863345443421046,0.8596639188693801,0.6654615150063161,0.9166945466711276,0.9861505672945508,0.9051186017478152,0.012711425193159598,0.9861505672945508,0.9178300269409748,0.4660567195533197,0.3335311572700297,0.15405037407334982,0.6840520729960551,0.4875815313433795,12050.0,0.5,0.3415430267062316,0.2376216945667193
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",6,0.8478633423627621,0.8935707220573691,0.053131175741139784,0.9405406036370464,0.8404395463162292,0.7627453280044871,0.9210132045872804,0.6593216142609557,0.931535040976076,0.95322049835449,0.025703836769788047,0.9730347418942841,0.9275166615847018,0.5939556150328984,0.9683341957421644,0.5767790262172284,0.01886143422852227,0.9683341957421644,0.5956404604457507,0.1987119243739289,0.1307616221562809,0.07898679541271952,0.6234212571032369,0.2097484175690004,14460.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam",6,0.8459008237050141,0.8925816023738873,0.05426267424999176,0.9392070438090184,0.8383189281238955,0.7771050600084131,0.9099729152887622,0.6733079402285379,0.9135276175076256,0.9433474377056889,0.035345521078951836,0.9625318099501966,0.9080019166267368,0.6406825025092004,0.9697261762484276,0.6229712858926342,0.019448503477926704,0.9697261762484276,0.6424197893705609,0.2238376914146719,0.14638971315529178,0.0900270847112378,0.6192018269274457,0.2364167978665296,14460.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",6,0.7521421858588092,0.8415430267062315,0.10392133213951238,0.8765109699188446,0.7376216945667191,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,14460.0,0.1,-0.2922848664688426,-0.8118915271664041
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",6,0.8381613135054453,0.8836795252225519,0.05291128308651105,0.9401239006039146,0.8307682421360408,0.7343132992504454,0.9328038430078952,0.6180940577914029,0.9402447539597956,0.9548660084626234,0.01733061620753773,0.9818502113867884,0.9375353922550856,0.5283818445410952,0.952890931108789,0.5056179775280899,0.024996766532649702,0.952890931108789,0.5306147440607396,0.17590801039305656,0.11810089020771515,0.06719615699210492,0.6373598068206552,0.18529704719982007,14460.0,0.2,0.02596439169139462,-0.15594576358320208
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",6,0.8237050140969651,0.8636993076162216,0.046490169679647364,0.946173200244934,0.8172091379365742,0.7854165964056947,0.9052309185916332,0.6661082609150873,0.8613428392929331,0.8951574988246357,0.04008061595666512,0.9552250682038724,0.8550768828679706,0.7094903535184566,0.9801299375091956,0.6966292134831461,0.014122684630985647,0.9801299375091956,0.7107518981141318,0.2801426281165349,0.1986152324431256,0.09476908140836683,0.6769797261337641,0.29338431385149244,14460.0,0.3,0.1011021619330224,0.02687263897622796
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",6,0.7841229476477417,0.829080118694362,0.05225911814814221,0.9369673485471584,0.7768210005462198,0.8032181109131926,0.8700846165622232,0.6588625840831659,0.7653522472529491,0.8302773859896568,0.07695595897393183,0.9073129531497436,0.7533214270157249,0.841083974573436,0.9760779557298256,0.8227215980024969,0.02016353547778726,0.9760779557298256,0.8428851334802842,0.38495770910498095,0.2731948565776459,0.12991538343777675,0.6777174813698449,0.40311024001542267,14460.0,0.4,0.2012858555885263,0.11468474547226608
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",6,0.7531649068494666,0.8047477744807122,0.05996096087019909,0.92549098888917,0.7447868136105131,0.802003673451601,0.8525508549038048,0.6435129740518962,0.7051560030869869,0.7893747061589093,0.09982467784510518,0.8735395534386309,0.6895500283138041,0.8988513438162149,0.9847996127289866,0.8863920099875156,0.01368146539823023,0.9847996127289866,0.9000734753857458,0.4445519376416607,0.3177052423343225,0.14744914509619514,0.6830103099517246,0.4651543874305176,14460.0,0.5,0.3415430267062316,0.2376216945667193
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",7,0.8453480015479019,0.8927794263105836,0.05513524033879425,0.9382431553484146,0.8376441859717894,0.7592039557602372,0.9148636533650204,0.6534960054499288,0.930028297379736,0.9560413728255759,0.030833375264919024,0.9677489111440948,0.9252079975606567,0.5883796141407382,0.9413791766503052,0.5568039950062422,0.034672860247247805,0.9413791766503052,0.59147685525349,0.19846315440322848,0.12522255192878334,0.08513634663497976,0.5952805076645066,0.2103588985637632,16870.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam",7,0.8271601525789154,0.8783382789317508,0.05949048148291869,0.9322692829062716,0.8188477974488321,0.7431130528350992,0.9233631734562141,0.6231089144717016,0.9097791334386828,0.9358251057827928,0.030872368055737683,0.9670105366216759,0.9049527377270552,0.5764469722315155,0.9935017533815214,0.5730337078651685,0.003748070239166568,0.9935017533815214,0.5767817781043351,0.21073580629111616,0.14480712166172108,0.07663682654378609,0.6539222355597425,0.2214439482055072,16870.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",7,0.7521421858588092,0.8415430267062315,0.10392133213951238,0.8765109699188446,0.7376216945667191,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16870.0,0.1,-0.2922848664688426,-0.8118915271664041
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",7,0.833655812924982,0.8826904055390702,0.056998794833161386,0.9354260627786574,0.8256916107059088,0.7240654800987587,0.9356640874170392,0.6016152522176619,0.9413839991180036,0.9565115185707568,0.017930693550066046,0.9812540746222704,0.9385808250206908,0.5067469610795138,0.9651985848814012,0.4906367041198502,0.01769050626467106,0.9651985848814012,0.5083272103845212,0.1696887611255459,0.11434223541048467,0.06433591258296069,0.6399340752887097,0.17867814799344536,16870.0,0.2,0.02596439169139462,-0.15594576358320208
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",7,0.8162971971916635,0.8559841740850643,0.04613293866431445,0.9461053836496164,0.8098512354207499,0.7798191857684604,0.9039853962547312,0.6562532326471501,0.8521553783396421,0.8874000940291491,0.04177566575019265,0.9529235279201802,0.8456244282789563,0.7074829931972789,0.9715997268607612,0.6891385767790262,0.020143813620190014,0.9715997268607612,0.7092823903992163,0.2865553651390348,0.2039564787339268,0.09601460374526866,0.6799204678273354,0.29997108247919546,16870.0,0.3,0.1011021619330224,0.02687263897622796
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",7,0.7847310520205649,0.8348170128585559,0.0582209263630381,0.9302590562167872,0.7765960864955178,0.7995473847105002,0.8711272744977627,0.6562196521585592,0.7701664767924736,0.8370944992947814,0.07932998302523397,0.9052317473211612,0.7577645162695474,0.8289282926285269,0.9917839635796264,0.8227215980024969,0.006815507067304716,0.9917839635796264,0.8295371050698016,0.37832384321963625,0.26745796241345204,0.12887272550223733,0.6748353598860046,0.3963306879156894,16870.0,0.4,0.2012858555885263,0.11468474547226608
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",7,0.751672287025264,0.8075173095944609,0.0649153753336249,0.9196111655287912,0.742601934260836,0.8013852785387957,0.8492533740206252,0.6424136284031206,0.7028040130829444,0.7914903620122238,0.10512019169380238,0.8671870224337881,0.6863701703184214,0.8999665439946469,0.991060630364322,0.8926342072409488,0.008051563026011843,0.991060630364322,0.9006857702669606,0.4465973796229753,0.3169139465875371,0.15074662597937485,0.6776580391373355,0.4676605725669119,16870.0,0.5,0.3415430267062316,0.2376216945667193
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",8,0.8471446735585162,0.895944609297725,0.0567260249710213,0.9366857901902158,0.8392185843267037,0.7638377536895469,0.9110401145030852,0.6600270502889461,0.9290360515967808,0.9579219558063,0.03423854769548407,0.9642574768351928,0.9236834081108158,0.5986394557823129,0.9418843051801854,0.5667915106117354,0.034971898646163235,0.9418843051801854,0.6017634092578986,0.2017524462380452,0.12522255192878334,0.08895988549691466,0.5846536879207208,0.21418243742569806,19280.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam",8,0.8404278843496047,0.8890207715133531,0.0564853475503676,0.9364634107994864,0.8325354239629855,0.7735415956449399,0.9057820835507552,0.6656628250419876,0.9061776487449928,0.9400564174894216,0.0401566047961256,0.9572827714921934,0.8998998126932961,0.6409055425448869,0.9608538641245282,0.6179775280898876,0.025177015138130976,0.9608538641245282,0.6431545432280186,0.2294211952015037,0.14836795252225518,0.094217916449245,0.611610037927172,0.24258586897150014,19280.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",8,0.7521421858588092,0.8415430267062315,0.10392133213951238,0.8765109699188446,0.7376216945667191,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,19280.0,0.1,-0.2922848664688426,-0.8118915271664041
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",8,0.8387970589861241,0.8890207715133531,0.058381051691999135,0.9343310600126712,0.830639719821354,0.7501011932174698,0.9285172805784192,0.6384376937383757,0.9259858145602882,0.9471086036671368,0.025036904403295646,0.9735649065942864,0.9220716992638412,0.5742165718746515,0.9880685454243796,0.5805243445692884,0.006926499847270229,0.9880685454243796,0.5735978447220181,0.1979932555696832,0.13649851632047474,0.07148271942158094,0.6563020737590199,0.2079812357420557,19280.0,0.2,0.02596439169139462,-0.15594576358320208
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",8,0.8208579799878379,0.8644906033630069,0.05071943734430684,0.9413302618362768,0.8137711660187,0.7877858793690291,0.8978150602664461,0.6664951371378582,0.8533681231854765,0.8939821344616832,0.0481399076898924,0.946151152428924,0.8458422267717908,0.7222036355525817,0.9782411518517744,0.7078651685393258,0.015744922080316637,0.9782411518517744,0.7236100906196424,0.2892918348167395,0.2013847675568744,0.10218493973355394,0.6633888781406224,0.3035697072904283,19280.0,0.3,0.1011021619330224,0.026872638976227957
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",8,0.7862789540604788,0.8308605341246291,0.05182252365006046,0.93762789117832,0.7790380104745687,0.7981463496812926,0.8738841989155501,0.6558661207050027,0.7746132078938665,0.8363892806770099,0.07322336178516864,0.9124530126379689,0.7631659188918413,0.8216794914687187,0.973094514996308,0.8014981273408239,0.02216094686931569,0.973094514996308,0.8236590742101396,0.3731825971584941,0.2646884272997033,0.12611580108444992,0.6772916157895803,0.3908042283841532,19280.0,0.4,0.2012858555885263,0.11468474547226608
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",8,0.7593841561169772,0.8094955489614243,0.058250489037895085,0.9280410014451222,0.7512450599235292,0.8029602984843052,0.854204616741468,0.6469276008923139,0.7165484546690677,0.7978373295721674,0.09635194385103653,0.8792335977777521,0.7014853857211308,0.8893721422995428,0.977867263282447,0.8714107365792759,0.01972323354073391,0.977867263282447,0.8911339701200098,0.4336337000386976,0.3082096933728981,0.14579538325853206,0.6788683854808709,0.4540050766314301,19280.0,0.5,0.3415430267062316,0.2376216945667193
Adult Race-Binary,no_transform,"Logistic Regression, C=1.0",9,0.84800154790204,0.8906033630069239,0.049521205117260325,0.9443958925216013,0.8410821578896636,0.7623511964828248,0.9203995709185274,0.6589767441860466,0.9321965381647128,0.9522802068641278,0.023805231910954516,0.9750018621206614,0.9284749749531733,0.5925058548009368,0.9456674631823344,0.5630461922596754,0.032349350233589313,0.9456674631823344,0.5953955424932648,0.1978550500304052,0.12937685459940654,0.07960042908147255,0.6190953022289868,0.2089772836808791,21690.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam",9,0.8480844712256067,0.8925816023738873,0.05172435853492574,0.9420508350190493,0.8408572438389615,0.7627801721186946,0.9180137149581636,0.659521744517408,0.9319392892580206,0.9543958627174424,0.026617842941339176,0.9721102699821534,0.9277780197761032,0.5936210549793688,0.9460131312968214,0.5642946317103621,0.032203041569089264,0.9460131312968214,0.5964976732794514,0.19832494886395047,0.1277942631058358,0.08198628504183633,0.6091807092422925,0.20978054814767214,21690.0,,,
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",9,0.7521421858588092,0.8415430267062315,0.10392133213951238,0.8765109699188446,0.7376216945667191,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,21690.0,0.1,-0.2922848664688426,-0.8118915271664041
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",9,0.8393222400353806,0.8836795252225519,0.05156179878229872,0.9416510201825565,0.8321177264402532,0.7451416343775621,0.9361832552776382,0.6327162443924939,0.9319025394142075,0.9449929478138223,0.015516099793610572,0.9835807242482539,0.9294768480202117,0.5583807293409166,0.999354425389316,0.5580524344569289,0.00036049721096242937,0.999354425389316,0.5584129316678913,0.18961799988943556,0.13471810089020772,0.06381674472236176,0.678561491180763,0.19853484561256948,21690.0,0.2,0.02596439169139462,-0.15594576358320208
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",9,0.8284316435402731,0.8644906033630069,0.041915658788255095,0.9515140377174761,0.8225749445747518,0.7792124362979653,0.9152928111119555,0.6632304269979925,0.8768145235382749,0.9015044663845793,0.029265062281255694,0.9675375293495536,0.8722394041033236,0.6816103490576558,0.9779800531745215,0.6679151061173533,0.015038604389626897,0.9779800531745215,0.6829537105069802,0.2615954447454254,0.1887240356083086,0.08470718888804454,0.6902065993228425,0.27343122449635315,21690.0,0.3,0.1011021619330224,0.026872638976227953
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",9,0.7958151362706617,0.837190900098912,0.04809601850009437,0.942550715142255,0.7890948815988176,0.7965974443788941,0.8893301721420384,0.6596009400488456,0.7950461210539855,0.844851904090268,0.059034941943646,0.9301239167979215,0.785816962146622,0.7981487677038028,0.9977381011885166,0.7965043695380774,0.0018056965897698118,0.9977381011885166,0.7983100661278472,0.3519818674332467,0.2567754698318497,0.1106698278579617,0.6988127796062136,0.3674452976898114,21690.0,0.4,0.2012858555885263,0.11468474547226608
Adult Race-Binary,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",9,0.7716015257891536,0.8170128585558852,0.052787044848980336,0.9353901908688631,0.7642258137069049,0.8042031579562507,0.8641335693897985,0.6534703292094779,0.7395538568961082,0.8105312646920545,0.08412973139066493,0.896204211909545,0.7264015333013896,0.8688524590163934,0.9780312238060842,0.8514357053682896,0.01912515674290316,0.9780312238060842,0.8705608621111928,0.41124440267565926,0.29436201780415433,0.1358664306102016,0.6841993338400818,0.4302284484143559,21690.0,0.5,0.3415430267062316,0.23762169456671928
