dataset,transform,model,split_id,Accuracy,Accuracy_sex_Male_0,Accuracy_sex_Male_0-sex_Male_1,Accuracy_sex_Male_0/sex_Male_1,Accuracy_sex_Male_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TPR,TPR-ratio,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TPR_sex_Male_1,prob_pos,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,prob_pos_sex_Male_1,seed,PR_t,t_s0,t_s1
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",4,0.7801365508472233,0.8329363729159578,0.07821707395195142,0.9060947792709212,0.7547192989640064,0.7992545642990408,0.7917776694986057,0.6536619350343987,0.7613465142773144,0.8308223778907974,0.11259724388245905,0.8644749505083038,0.7182251340083383,0.8371626143207673,0.9830203867682572,0.8494382022471909,0.014423132138424166,0.9830203867682572,0.8350150701087669,0.3869862067059181,0.2464273562436203,0.20822233050139427,0.5420158936166307,0.4546496867450146,9640.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",5,0.8470851646073472,0.9247192922762844,0.1150063403087156,0.8756310793239572,0.8097129519675689,0.7625820996880215,0.8208881562241812,0.6585606715220342,0.9301385469111756,0.9769695806544476,0.07589751394807487,0.9223133294516366,0.9010720667063729,0.5950256524648673,0.8491092270291845,0.5168539325842697,0.09184741717329814,0.8491092270291845,0.6087013497575678,0.20001658512314446,0.07910854031983668,0.17911184377581876,0.3063605555265987,0.2582203840956554,12050.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",5,0.8476932857893137,0.9250595440626064,0.11460952154100612,0.8761057898633501,0.8104500225216003,0.7702028700406576,0.808503177900969,0.6673910418930339,0.9238543236191248,0.976201900009596,0.08483799292204397,0.9130938047536992,0.8913639070875521,0.6165514164621905,0.8314765060044608,0.5258426966292135,0.10657769388317027,0.8314765060044608,0.6324203905123837,0.2100782264974984,0.08080979925144607,0.19149682209903104,0.29676031692023525,0.27230662135047706,12050.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",5,0.7900046991182242,0.9010717931269141,0.16453356782901452,0.8174023767206745,0.7365382252978994,0.6117535329384063,0.9344315956741528,0.3787717720173358,0.9651978979089338,0.98234334516841,0.027787061666325386,0.9717134932475552,0.9545562835020844,0.2583091679678787,0.9631765168392084,0.26666666666666666,0.009819595509544421,0.9631765168392084,0.25684707115712224,0.09019542803438647,0.04593399115345356,0.06556840432584704,0.41195519572474815,0.1115023954793006,12050.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",5,0.8417226414572795,0.9112793467165704,0.10304053585706408,0.8869276076229212,0.8082388108595062,0.7541191037435302,0.8972632504287561,0.6450973100285112,0.9278233067509464,0.9413683907494482,0.02195207151180678,0.9766806791820042,0.9194163192376414,0.5804149007361142,0.8332618611529907,0.6764044943820224,0.11278242650101078,0.8332618611529907,0.5636220678810117,0.1981369378334301,0.1287853011228309,0.10273674957124387,0.5562550121543427,0.2315220506940748,12050.0,0.2,0.05402560394692076,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",5,0.8224838986096138,0.8765736645117387,0.08012798251673436,0.9085895621090024,0.7964456819950043,0.7682892897699609,0.880281981943736,0.6485332749562172,0.8757487780676932,0.8949237117359179,0.031076183445268742,0.9652750474283568,0.8638475282906491,0.6608298014722285,0.8838350746357561,0.7333333333333333,0.08518761193377887,0.8838350746357561,0.6481457213995544,0.2572352599718053,0.17642055120789385,0.11971801805626404,0.5957364879767666,0.2961385692641579,12050.0,0.3,0.13317211879648078,-0.0207949442419776
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",5,0.79663874837604,0.843654304185097,0.06964832572393652,0.9174444729571892,0.7740059784611605,0.7861070002648562,0.8360322691779101,0.6509796479908915,0.8069898202932637,0.8494386335284522,0.06879539350462849,0.919010755116162,0.7806432400238237,0.7652241802364488,0.95103400934718,0.7985018726591758,0.0390994352328885,0.95103400934718,0.7594024374262875,0.3348259944163419,0.22414086423953725,0.16396773082209007,0.5775210008011963,0.3881085950616273,12050.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",5,0.7775105730160047,0.8302143586253827,0.07807480660048616,0.9059582554922831,0.7521395520248966,0.795901120557088,0.7919131794643633,0.6496626768226333,0.7594355223990298,0.829095096439881,0.11289497732135813,0.8638335001544128,0.7162001191185229,0.8323667187151461,0.9907783336765448,0.8389513108614233,0.007736529050389351,0.9907783336765448,0.8312147818110339,0.3872349835530862,0.24676760802994216,0.20808682053563665,0.5425199636027384,0.4548544285655788,12050.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",6,0.8479144207645741,0.9240387887036406,0.11276979889978335,0.8779598862316255,0.8112689898038573,0.7643298691393232,0.8197479344657309,0.6611234294161124,0.9300650472235492,0.9764897802514154,0.07523903576064707,0.9229494898131188,0.9012507444907684,0.5985946910550971,0.8390948813982521,0.5146067415730337,0.09868116302662566,0.8390948813982521,0.6132879045996593,0.20095640876800167,0.07927866621299763,0.1802520655342691,0.30546928172729804,0.2595307317472667,14460.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",6,0.8428283163335821,0.9208914596801632,0.11564187940089544,0.8744239853836203,0.8052495802792679,0.7593784486537503,0.8200634939287119,0.6519343780607247,0.92484656940208,0.9730352173495824,0.07809775457412094,0.9197379979864976,0.8949374627754616,0.5939103279054205,0.8452787109452266,0.5138576779026217,0.0940574053105876,0.8452787109452266,0.6079150832132093,0.20372059595875835,0.08225586934331405,0.1799365060712881,0.3137233461241719,0.26219237541460216,14460.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",6,0.7903087597092076,0.9004763525008507,0.16320105664891993,0.8187614186694973,0.7372752958519307,0.6104973961428141,0.9364378530411838,0.3751235584843492,0.967035390099592,0.9826312254102292,0.025275656619282327,0.9742775764033652,0.9573555687909472,0.2539594021860361,0.9763510263505341,0.2591760299625468,0.006129247103157487,0.9763510263505341,0.2530467828593893,0.08773530143461315,0.04482817284790745,0.06356214695881626,0.4135809630218164,0.10839031980672373,14460.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",6,0.8378251375183128,0.907791765906771,0.1036477914585502,0.8858242657058925,0.8041439744482208,0.7496586744514143,0.9037751026951952,0.6372797527047913,0.9244790709639484,0.9362825064773056,0.019129439175340046,0.9795687316135884,0.9171530673019654,0.5748382779388802,0.8104796870401361,0.6853932584269663,0.12989594483765954,0.8104796870401361,0.5554973135893068,0.19927025458164027,0.1343143926505614,0.09622489730480488,0.582609552916405,0.2305392899553663,14460.0,0.2,0.05402560394692076,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",6,0.8326837493435055,0.8925654984688671,0.08870816256943614,0.9006143944375973,0.8038573358994309,0.7601505048332521,0.8995901666467452,0.6461268634902075,0.903972658116203,0.9147874484214568,0.017527174448853874,0.9808401673207272,0.8972602739726028,0.6163283515503012,0.832078855982178,0.7191011235955056,0.1207522833386585,0.832078855982178,0.5983488402568471,0.22497719545567627,0.15719632528070773,0.10040983335325483,0.6102195930186239,0.2576061586339626,14460.0,0.3,0.13317211879648078,-0.0207949442419776
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",6,0.8016972109351245,0.8474821367812181,0.06782528407248377,0.9199684794182356,0.7796568527087343,0.7852817846943958,0.8467757217692553,0.6529605263157895,0.8178310242181469,0.8538527972363497,0.05837930110770163,0.931628377518166,0.7954734961286479,0.7527325451706447,0.9336933671218768,0.797752808988764,0.052896302633109404,0.9336933671218768,0.7448565063556546,0.3235757525499627,0.2201429057502552,0.15322427823074475,0.5896150363376818,0.3733671839810001,14460.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",6,0.7837576360671145,0.8342123171146648,0.07474300791356736,0.9104028957854696,0.7594693092010975,0.7955295048740187,0.805658527509366,0.6524192473452703,0.7721877182021977,0.8334133000671721,0.0992262839861715,0.8809398842349,0.7341870160810006,0.8188712915458398,0.9698338538903726,0.8404494382022472,0.02535312055056327,0.9698338538903726,0.8150963176516839,0.3742985875003455,0.243109901326982,0.19434147249063405,0.5557415426665007,0.437451373817616,14460.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",7,0.8486883931779861,0.9256549846886696,0.11401745960779652,0.8768251006111693,0.8116375250808731,0.7659287148286145,0.8236859472807716,0.6634698143366531,0.930028297379736,0.9754342193647444,0.07358788225932444,0.9245588469233232,0.9018463371054198,0.6018291322774928,0.8759237424687403,0.5370786516853933,0.0760782084902063,0.8759237424687403,0.6131568601755996,0.2017856649252288,0.08276624702279688,0.1763140527192284,0.3194617541557962,0.2590802997420253,16870.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",7,0.8402023385023634,0.9170636270840422,0.11386146501041705,0.8758412593764527,0.8032021620736252,0.7606989181700171,0.8231931004890549,0.6516420608617052,0.91834184704715,0.9656462911428846,0.07666475451393873,0.9206078299920744,0.8889815366289459,0.6030559892928842,0.8752747485349007,0.5378277153558052,0.07663958906039192,0.8752747485349007,0.6144673044161971,0.21087984078281785,0.09152773052058524,0.17680689951094505,0.34109548405969964,0.26833463003153024,16870.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",7,0.7842551897614507,0.9019224225927186,0.1743109406714214,0.8067339980634509,0.7276114819212972,0.5867680699486182,0.961430911394804,0.3095975232198142,0.9783543419940464,0.9869494290375204,0.013929774481236893,0.985886030153722,0.9730196545562836,0.19518179790318985,0.7877995168664064,0.23820224719101124,0.050546631937440266,0.7877995168664064,0.1876556152535709,0.06465433839179589,0.038618577747533175,0.038569088605196034,0.5003205767493409,0.07718766635272921,16870.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",7,0.8331813030378418,0.91850969717591,0.12640454177686833,0.8623808304196273,0.7921051553990418,0.7055534248169719,0.9461608463445866,0.5734680896176408,0.9586196758663776,0.9577775645331542,0.001364782101747508,0.998577080757058,0.9591423466349016,0.4524871737675664,0.6937815811849078,0.6119850187265917,0.18740108477298145,0.6937815811849078,0.4245839339536103,0.1432678220969124,0.10692412385165022,0.05383915365541338,0.6651029109987646,0.1607632775070636,16870.0,0.2,0.05402560394692076,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",7,0.8294220084584129,0.8951173868662811,0.0973204088555526,0.8912763730394492,0.7977969780107285,0.7431379155401694,0.9257591250587144,0.6243837117292592,0.9142258645400756,0.9168026101141924,0.004176046683579071,0.9954449882259182,0.9126265634306134,0.5720499665402632,0.7510508910817979,0.7258426966292135,0.1806978925406275,0.7510508910817979,0.545144804088586,0.20629129004616192,0.15617556992174209,0.07424087494128565,0.6777969776184225,0.2304164448630277,16870.0,0.3,0.13317211879648078,-0.0207949442419776
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",7,0.8062304779279653,0.8505444028581151,0.06564615954293551,0.9228186567069956,0.7848982433151795,0.7774144018219398,0.866738251299205,0.6481983338351902,0.8345522031531366,0.8596104020727378,0.040610997665352366,0.9527565074044836,0.8189994044073854,0.7202766004907428,0.9103489973590959,0.7797752808988764,0.06990763576717672,0.9103489973590959,0.7098676451316996,0.3029549161069188,0.21299761823749566,0.13326174870079505,0.6151389350730705,0.3462593669382908,16870.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",7,0.7952290129087541,0.8396563456958149,0.0658141606911059,0.9216177415576292,0.773842185004709,0.7922742274001147,0.8301025761397491,0.6556020455602045,0.7981331079342913,0.8427214278859995,0.0722628215727178,0.9142506418117408,0.7704586063132817,0.7864153468659381,0.9577758981506852,0.8157303370786517,0.034443480834384865,0.9577758981506852,0.7812868562442669,0.34673964120850265,0.2320517182715209,0.16989742386025092,0.5773161177576215,0.4019491421317719,16870.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",8,0.8471128064792548,0.9263354882613134,0.11735960684777592,0.8733076640860924,0.8089758814135375,0.7615161267340211,0.8158694423759336,0.6573747134981106,0.9312410422255706,0.9807120237980999,0.08017599044491353,0.9182471627762776,0.9005360333531864,0.5917912112424716,0.8260979858007517,0.50187265917603,0.10564929076500007,0.8260979858007517,0.60752194994103,0.19838571468059815,0.07408982647158897,0.18413055762406644,0.28692477834802954,0.2582203840956554,19280.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",8,0.8346463222489428,0.9114494726097312,0.11377533969134125,0.8751709852159208,0.7976741329183901,0.7472464279836313,0.8335652765340279,0.6324198107410594,0.92054683767594,0.9635351693695424,0.06966977330045354,0.9276935855428716,0.8938653960690888,0.5739460182913227,0.8615059663792352,0.5048689138576778,0.08116175053755215,0.8615059663792352,0.58603066439523,0.20200679990048925,0.0896563456958149,0.16643472346597207,0.3500955577610323,0.256091069161787,19280.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",8,0.7830942311413329,0.9013269819666552,0.1751486927893079,0.8056768561314549,0.7261782891773474,0.5834911057221359,0.9628039459900134,0.3001872826183894,0.9792730880893756,0.9875251895211592,0.01337390899703772,0.9864571464718559,0.9741512805241216,0.18770912335489628,0.7904041109280309,0.22846441947565546,0.04788520312131131,0.7904041109280309,0.18057921635434407,0.062111286176299865,0.037002381762504255,0.03719605400998663,0.4986949034338391,0.07419843577249087,19280.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",8,0.8400088453990104,0.9140013610071452,0.10961169637424728,0.8800749090204141,0.804389664632898,0.7363033360799941,0.9183972389517056,0.6217982226868792,0.9419352467752012,0.9477977161500816,0.00950111102798512,0.9899755919790794,0.9382966051220964,0.5306714253847871,0.7840245977026764,0.650187265917603,0.1404244563251512,0.7840245977026764,0.5097628095924518,0.17519418415015064,0.120108880571623,0.08160276104829428,0.5954484312707279,0.20171164161991728,19280.0,0.2,0.05402560394692076,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",8,0.8374934350554221,0.8997107859816263,0.09216809731203868,0.8975580833884536,0.8075426886695877,0.7577764366411994,0.907576776545613,0.6465460229663922,0.9158428576678548,0.9231359754342192,0.011819715755839287,0.9871961270382952,0.91131625967838,0.5997100156145438,0.8079977356838075,0.7168539325842697,0.137637578240147,0.8079977356838075,0.5792163543441227,0.2119302319153053,0.14954066008846548,0.092423223454387,0.6180288475241861,0.2419638835428525,19280.0,0.3,0.13317211879648078,-0.020794944241977597
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",8,0.8007297454183597,0.8473970738346376,0.06913246550574037,0.918417861424866,0.7782646083288972,0.7838160536942188,0.8450020647644845,0.6511155204955719,0.8173532762485759,0.8546204778812014,0.06039772624332174,0.9293280142396524,0.7942227516378797,0.7502788311398617,0.9394973106110244,0.7910112359550562,0.04785830711217842,0.9394973106110244,0.7431529288428778,0.3233269757027946,0.2186968356583872,0.15499793523551558,0.585228514531391,0.3736947708939028,19280.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",8,0.7794455040495343,0.8320857434501531,0.07798066994783948,0.9062828914427724,0.7541050735023136,0.7950186693387347,0.7965053037327143,0.649874939663873,0.7641395024071148,0.8313021782938298,0.10884833672146532,0.8690628515555362,0.7224538415723645,0.8258978362703546,0.9827523755754272,0.8382022471910112,0.014456997551383409,0.9827523755754272,0.8237452496396278,0.382093595378279,0.2447260973120109,0.2034946962672856,0.5459945205971696,0.4482207935792965,19280.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",9,0.847859137020759,0.9263354882613134,0.11625400101672878,0.8745011904543009,0.8100814872445846,0.7650409454168252,0.8196662502120042,0.6618749232092395,0.9292565506596597,0.9771615008156607,0.07763797490738189,0.9205474480497077,0.8995235259082788,0.6008253401739906,0.8635226799833541,0.5295880149812734,0.08369988961838593,0.8635226799833541,0.6132879045996593,0.20211736738811953,0.08038448451854373,0.1803337497879957,0.30831938062311237,0.26071823430653945,21690.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",9,0.8455095779086159,0.9235284110241578,0.11557623871344169,0.8748536186501593,0.8079521723107161,0.7737242949167834,0.8084892590796866,0.6695050558807877,0.9160633567307339,0.9699644947701757,0.08735579911800173,0.9099391786101408,0.8826086956521739,0.6313852331028329,0.8716128963388599,0.5610486891385768,0.08264152184294593,0.8716128963388599,0.6436902109815227,0.21961467230560855,0.09033684926845865,0.19151074092031334,0.3205166636619248,0.281847590188772,21690.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",9,0.789064875473367,0.9024328002722014,0.16794199317994474,0.813900832140312,0.7344908070922567,0.6047348722563379,0.9445234656070454,0.3598691384950927,0.9702326265113373,0.9840706266193263,0.022426791002887914,0.9772101814684452,0.9616438356164384,0.2392371180013384,0.8850995826568256,0.2651685393258427,0.030467975834819278,0.8850995826568256,0.23470056349102345,0.08168173148685628,0.044232732221844165,0.05547653439295458,0.4436170651292223,0.09970926661479874,21690.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",9,0.8391795892417835,0.9087274583191561,0.10302744603464686,0.8866244823005421,0.8057000122845093,0.7571025241863445,0.8943479052431726,0.6468803107550376,0.9198485906434898,0.9357067459936667,0.02570079006752013,0.972533285479066,0.9100059559261465,0.5943564577291992,0.8253541995800955,0.69812734082397,0.12192500823322172,0.8253541995800955,0.5762023325907483,0.20759045802581752,0.1362708404219122,0.10565209475682741,0.5632820233485981,0.2419229351787396,21690.0,0.2,0.054025603946920756,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",9,0.8351162340713714,0.8946920721333786,0.088254989294838,0.901357134992383,0.8064370828385407,0.7747048898597836,0.8777556148685279,0.663165622000113,0.8944911984124068,0.9148834085020632,0.03304898324893635,0.9638762896541676,0.8818344252531268,0.6549185813071604,0.8690322848714008,0.7370786516853932,0.09653350688130458,0.8690322848714008,0.6405451448040886,0.24167288608784587,0.15915277305205852,0.12224438513147204,0.5655805981816533,0.28139715818353056,21690.0,0.3,0.13317211879648078,-0.020794944241977593
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",9,0.7984907537938469,0.844760122490643,0.0685429323673884,0.9188610700925367,0.7762171901232546,0.7866276852173479,0.8366775193996533,0.6524268141508534,0.8101503068611958,0.851453795221188,0.0669392032021291,0.921382459532358,0.7845145920190589,0.7631050635734999,0.9564063011311685,0.7925093632958802,0.03454841453424995,0.9564063011311685,0.7579609487616302,0.33192359786604747,0.22167403878870365,0.16332248060034674,0.5757819295106288,0.3849965193890504,21690.0,0.4,0.23870080526256093,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",9,0.7775658567598198,0.8308948621980266,0.0790010003578071,0.9049205814694533,0.7518938618402194,0.7967978704404135,0.7898594288220111,0.650419218906121,0.7586637756789534,0.8295748968429133,0.1149233185224845,0.8614672177764244,0.7146515783204288,0.8349319652018737,0.9912472126804325,0.8411985018726592,0.0073628315804301625,0.9912472126804325,0.833835670292229,0.3884512259170191,0.24659748213678123,0.21014057117798884,0.539910087077491,0.4567380533147701,21690.0,0.5,0.3864409663150731,0.18752303345481353
