dataset,transform,model,repeat,Accuracy,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1
Compas Sex,no_transform,"Logistic Regression, C=1.0",0-0,0.6774716369529984,0.7767857142857143,,,,,0.5587188612099644,,,,,0.8618421052631579,0.10991902834008094,0.8724603640634175,0.7519230769230769,0.4457831325301205,0.13250496767864783,0.7708668609455873,0.5782881002087683
Compas Sex,no_transform,LRCV,0-0,0.6717990275526742,0.7663690476190477,,,,,0.5587188612099644,,,,,0.8421052631578947,0.09787449392712544,0.8837740384615386,0.7442307692307693,0.43373493975903615,0.14664084312196596,0.7473346623905694,0.5803757828810021
Compas Sex,no_transform,SVM,0-0,0.6823338735818476,0.7961309523809523,,,,,0.5462633451957295,,,,,0.8486842105263158,0.06791497975708505,0.9199761478831247,0.7807692307692308,0.4939759036144578,0.06134768719973843,0.8895280369598695,0.5553235908141962
Compas Sex,no_transform,Agarwal LR,0-0,0.6774716369529984,0.7767857142857143,,,,,0.5587188612099644,,,,,0.8618421052631579,0.10991902834008094,0.8724603640634175,0.7519230769230769,0.4457831325301205,0.13250496767864783,0.7708668609455873,0.5782881002087683
Compas Sex,no_transform,Kamiran & Calders LR,0-0,0.679902755267423,0.7723214285714286,,,,,0.5693950177935944,,,,,0.8486842105263158,0.09868421052631582,0.8837209302325582,0.75,0.4578313253012048,0.13089518826873253,0.7776638468768692,0.5887265135699373
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",0-0,0.6661264181523501,0.7574404761904762,,,,,0.5569395017793595,,,,,0.8092105263157895,0.06690283400809716,0.9173233270794247,0.7423076923076923,0.4457831325301205,0.13041728500641392,0.7736598568185787,0.5762004175365344
Compas Sex,no_transform,"Logistic Regression, C=1.0",1-2410,0.6750405186385737,0.7380952380952381,,,,,0.599644128113879,,,,,0.7894736842105263,0.06639676113360327,0.9158974358974359,0.7230769230769231,0.5301204819277109,0.0815705410367985,0.8666474772811383,0.6116910229645094
Compas Sex,no_transform,LRCV,1-2410,0.6742301458670988,0.7410714285714286,,,,,0.594306049822064,,,,,0.7894736842105263,0.06255060728744943,0.9207692307692307,0.7269230769230769,0.5180722891566265,0.08944336846341527,0.8527719123918354,0.6075156576200418
Compas Sex,no_transform,SVM,1-2410,0.6904376012965965,0.7723214285714286,,,,,0.5925266903914591,,,,,0.8026315789473685,0.03917004048583006,0.9511979823455232,0.7634615384615384,0.4939759036144578,0.11562743667781777,0.8103234857237167,0.6096033402922756
Compas Sex,no_transform,Agarwal LR,1-2410,0.6717990275526742,0.7351190476190477,,,,,0.5960854092526691,,,,,0.7763157894736842,0.05323886639676112,0.9314211212516298,0.7230769230769231,0.5301204819277109,0.0773951756923309,0.8726038173311804,0.6075156576200418
Compas Sex,no_transform,Kamiran & Calders LR,1-2410,0.6685575364667747,0.7321428571428571,,,,,0.5925266903914591,,,,,0.7763157894736842,0.05708502024291495,0.9264667535853977,0.7192307692307692,0.5180722891566265,0.08735568579118147,0.8557125051931865,0.605427974947808
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",1-2410,0.6596434359805511,0.7068452380952381,,,,,0.603202846975089,,,,,0.7302631578947368,0.03026315789473688,0.9585585585585585,0.7,0.5542168674698795,0.057474155494629864,0.9060405444302809,0.6116910229645094
Compas Sex,no_transform,"Logistic Regression, C=1.0",2-4820,0.6782820097244733,0.78125,,,,,0.5551601423487544,,,,,0.8618421052631579,0.10414979757085019,0.8791544333529067,0.7576923076923077,0.40963855421686746,0.17073722866413465,0.7058160700355378,0.5803757828810021
Compas Sex,no_transform,LRCV,2-4820,0.673419773095624,0.7752976190476191,,,,,0.5516014234875445,,,,,0.8618421052631579,0.11184210526315785,0.8702290076335878,0.75,0.40963855421686746,0.16656186331966694,0.7109306792386939,0.5762004175365344
Compas Sex,no_transform,SVM,2-4820,0.6782820097244733,0.7916666666666666,,,,,0.5427046263345195,,,,,0.868421052631579,0.09919028340080971,0.8857808857808858,0.7692307692307693,0.4457831325301205,0.11371582362854338,0.7967541809027153,0.5594989561586639
Compas Sex,no_transform,Agarwal LR,2-4820,0.6758508914100486,0.7723214285714286,,,,,0.5604982206405694,,,,,0.8355263157894737,0.08168016194331984,0.9022410660205936,0.7538461538461538,0.43373493975903615,0.14872852579419976,0.7446560435289545,0.5824634655532359
Compas Sex,no_transform,Kamiran & Calders LR,2-4820,0.6726094003241491,0.7723214285714286,,,,,0.5533807829181495,,,,,0.8355263157894737,0.08168016194331984,0.9022410660205936,0.7538461538461538,0.42168674698795183,0.15451367054858256,0.7318404050986556,0.5762004175365344
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",2-4820,0.6717990275526742,0.7663690476190477,,,,,0.5587188612099644,,,,,0.8355263157894737,0.0893724696356275,0.8930345245305875,0.7461538461538462,0.43373493975903615,0.14664084312196596,0.7473346623905694,0.5803757828810021
Compas Sex,no_transform,"Logistic Regression, C=1.0",3-7230,0.6580226904376013,0.7589285714285714,,,,,0.5373665480427047,,,,,0.8223684210526315,0.08198380566801611,0.9003076923076924,0.7403846153846154,0.3855421686746988,0.17813215282843275,0.6839803659080768,0.5636743215031316
Compas Sex,no_transform,LRCV,3-7230,0.6555915721231766,0.7470238095238095,,,,,0.5462633451957295,,,,,0.8157894736842105,0.08886639676113361,0.8910669975186104,0.7269230769230769,0.3855421686746988,0.18857056618960177,0.6715443592552027,0.5741127348643006
Compas Sex,no_transform,SVM,3-7230,0.6661264181523501,0.7857142857142857,,,,,0.5231316725978647,,,,,0.8157894736842105,0.03886639676113357,0.9523573200992557,0.7769230769230769,0.43373493975903615,0.10488718967728955,0.8052675819557299,0.5386221294363257
Compas Sex,no_transform,Agarwal LR,3-7230,0.6580226904376013,0.7589285714285714,,,,,0.5373665480427047,,,,,0.8223684210526315,0.08198380566801611,0.9003076923076924,0.7403846153846154,0.3855421686746988,0.17813215282843275,0.6839803659080768,0.5636743215031316
Compas Sex,no_transform,Kamiran & Calders LR,3-7230,0.6580226904376013,0.7604166666666666,,,,,0.5355871886120996,,,,,0.8289473684210527,0.08856275303643724,0.8931623931623932,0.7403846153846154,0.37349397590361444,0.19018034559951713,0.6626059794734492,0.5636743215031316
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",3-7230,0.6555915721231766,0.7336309523809523,,,,,0.5622775800711743,,,,,0.8026315789473685,0.08917004048583,0.8889029003783102,0.7134615384615385,0.39759036144578314,0.1932238347963881,0.6729532972880923,0.5908141962421712
Compas Sex,no_transform,"Logistic Regression, C=1.0",4-9640,0.6693679092382496,0.7633928571428571,,,,,0.5569395017793595,,,,,0.8092105263157895,0.05921052631578949,0.9268292682926829,0.75,0.3493975903614458,0.24350428855295925,0.5893008654335652,0.592901878914405
Compas Sex,no_transform,LRCV,4-9640,0.6612641815235009,0.7485119047619048,,,,,0.5569395017793595,,,,,0.8026315789473685,0.06993927125506083,0.9128625472887767,0.7326923076923076,0.3614457831325301,0.22936841310964112,0.6117757248073565,0.5908141962421712
Compas Sex,no_transform,SVM,4-9640,0.673419773095624,0.7708333333333334,,,,,0.5569395017793595,,,,,0.8552631578947368,0.10910931174089067,0.8724260355029586,0.7461538461538462,0.42168674698795183,0.15868903589305028,0.7265753662130536,0.5803757828810021
Compas Sex,no_transform,Agarwal LR,4-9640,0.6693679092382496,0.7633928571428571,,,,,0.5569395017793595,,,,,0.8092105263157895,0.05921052631578949,0.9268292682926829,0.75,0.3493975903614458,0.24350428855295925,0.5893008654335652,0.592901878914405
Compas Sex,no_transform,Kamiran & Calders LR,4-9640,0.6653160453808752,0.7604166666666666,,,,,0.5516014234875445,,,,,0.8092105263157895,0.06305668016194332,0.9220762976860538,0.7461538461538462,0.3614457831325301,0.2231053650929396,0.618330464716007,0.5845511482254697
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",4-9640,0.6588330632090762,0.7351190476190477,,,,,0.5676156583629893,,,,,0.7960526315789473,0.07874493927125503,0.9010807374443739,0.7173076923076923,0.39759036144578314,0.19948688281308952,0.6658943466172382,0.5970772442588727
Compas Sex,no_transform,"Logistic Regression, C=1.0",5-12050,0.6677471636952999,0.7380952380952381,,,,,0.5836298932384342,,,,,0.7697368421052632,0.04089068825910935,0.9468770545693622,0.7288461538461538,0.5301204819277109,0.06278139698669416,0.8941116578992024,0.592901878914405
Compas Sex,no_transform,LRCV,5-12050,0.6555915721231766,0.7247023809523809,,,,,0.5729537366548043,,,,,0.7697368421052632,0.0581983805668016,0.9243918474687706,0.7115384615384616,0.5060240963855421,0.07852705183992759,0.8656626506024095,0.5845511482254697
Compas Sex,no_transform,SVM,5-12050,0.6790923824959482,0.7738095238095238,,,,,0.5658362989323843,,,,,0.8552631578947368,0.10526315789473684,0.8769230769230769,0.75,0.4939759036144578,0.0843121965943105,0.8542038188856508,0.5782881002087683
Compas Sex,no_transform,Agarwal LR,5-12050,0.6701782820097245,0.7395833333333334,,,,,0.5871886120996441,,,,,0.7697368421052632,0.03896761133603244,0.9493754109138723,0.7307692307692307,0.5421686746987951,0.0528208868878437,0.9112238427393785,0.5949895615866388
Compas Sex,no_transform,Kamiran & Calders LR,5-12050,0.6701782820097245,0.7410714285714286,,,,,0.5854092526690391,,,,,0.7697368421052632,0.03704453441295552,0.9518737672583826,0.7326923076923076,0.5421686746987951,0.050733204215609895,0.9144323773969115,0.592901878914405
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",5-12050,0.6645056726094003,0.7172619047619048,,,,,0.6014234875444839,,,,,0.75,0.04230769230769227,0.9435897435897437,0.7076923076923077,0.5542168674698795,0.05538647282239606,0.9091434230070968,0.6096033402922756
Compas Sex,no_transform,"Logistic Regression, C=1.0",6-14460,0.6952998379254457,0.7991071428571429,,,,,0.5711743772241993,,,,,0.8355263157894737,0.04706477732793524,0.9436705027256208,0.7884615384615384,0.5180722891566265,0.0623034937243756,0.8926497356331802,0.5803757828810021
Compas Sex,no_transform,LRCV,6-14460,0.6839546191247974,0.7886904761904762,,,,,0.5587188612099644,,,,,0.8289473684210527,0.052024291497975717,0.9372405372405372,0.7769230769230769,0.5060240963855421,0.061825590462057045,0.8911233167965981,0.5678496868475992
Compas Sex,no_transform,SVM,6-14460,0.7025931928687196,0.8452380952380952,,,,,0.5320284697508897,,,,,0.9144736842105263,0.08947368421052637,0.902158273381295,0.825,0.5060240963855421,0.030510350378549767,0.9431344053255823,0.5365344467640919
Compas Sex,no_transform,Agarwal LR,6-14460,0.6904376012965965,0.7916666666666666,,,,,0.5693950177935944,,,,,0.8355263157894737,0.05668016194331982,0.9321623258631133,0.7788461538461539,0.5180722891566265,0.0602158110521418,0.8958722978556826,0.5782881002087683
Compas Sex,no_transform,Kamiran & Calders LR,6-14460,0.6888168557536467,0.7886904761904762,,,,,0.5693950177935944,,,,,0.8355263157894737,0.06052631578947365,0.9275590551181103,0.775,0.4939759036144578,0.0884875619387781,0.848080494019087,0.5824634655532359
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",6-14460,0.6823338735818476,0.7708333333333334,,,,,0.5765124555160143,,,,,0.8092105263157895,0.04959514170040491,0.9387116948092558,0.7596153846153846,0.5542168674698795,0.026158915411122585,0.9549276241657276,0.5803757828810021
Compas Sex,no_transform,"Logistic Regression, C=1.0",7-16870,0.6726094003241491,0.7559523809523809,,,,,0.5729537366548043,,,,,0.868421052631579,0.14534412955465592,0.8326340326340326,0.7230769230769231,0.46987951807228917,0.12093467816988207,0.7953084422495635,0.5908141962421712
Compas Sex,no_transform,LRCV,7-16870,0.6726094003241491,0.7514880952380952,,,,,0.5782918149466192,,,,,0.868421052631579,0.15111336032388667,0.825990675990676,0.7173076923076923,0.4939759036144578,0.09892597529994723,0.833149499406075,0.592901878914405
Compas Sex,no_transform,SVM,7-16870,0.6880064829821718,0.7857142857142857,,,,,0.5711743772241993,,,,,0.881578947368421,0.12388663967611335,0.85947187141217,0.7576923076923077,0.4939759036144578,0.0905752446110119,0.8450516351118761,0.5845511482254697
Compas Sex,no_transform,Agarwal LR,7-16870,0.6790923824959482,0.7604166666666666,,,,,0.5818505338078291,,,,,0.868421052631579,0.13957489878542517,0.8392773892773892,0.7288461538461538,0.4939759036144578,0.10310134064441484,0.827323279130508,0.5970772442588727
Compas Sex,no_transform,Kamiran & Calders LR,7-16870,0.6766612641815235,0.7574404761904762,,,,,0.5800711743772242,,,,,0.868421052631579,0.143421052631579,0.8348484848484848,0.725,0.4939759036144578,0.10101365797218104,0.8302261678292115,0.5949895615866388
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",7-16870,0.673419773095624,0.7321428571428571,,,,,0.603202846975089,,,,,0.8552631578947368,0.1591093117408907,0.81396449704142,0.6961538461538461,0.5301204819277109,0.08574590638126611,0.8607719011639781,0.615866388308977
Compas Sex,no_transform,"Logistic Regression, C=1.0",8-19280,0.6904376012965965,0.7991071428571429,,,,,0.5604982206405694,,,,,0.8552631578947368,0.07257085020242915,0.9151479289940828,0.7826923076923077,0.4819277108433735,0.0921850240209271,0.8394304490690033,0.5741127348643006
Compas Sex,no_transform,LRCV,8-19280,0.6782820097244733,0.7886904761904762,,,,,0.5462633451957295,,,,,0.8289473684210527,0.052024291497975717,0.9372405372405372,0.7769230769230769,0.46987951807228917,0.08961943808637468,0.8398219744650244,0.5594989561586639
Compas Sex,no_transform,SVM,8-19280,0.6920583468395461,0.8169642857142857,,,,,0.5427046263345195,,,,,0.8881578947368421,0.09200404858299605,0.8964102564102563,0.7961538461538461,0.37349397590361444,0.19853107628845235,0.6529328994811362,0.5720250521920668
Compas Sex,no_transform,Agarwal LR,8-19280,0.6904376012965965,0.7991071428571429,,,,,0.5604982206405694,,,,,0.8552631578947368,0.07257085020242915,0.9151479289940828,0.7826923076923077,0.4819277108433735,0.0921850240209271,0.8394304490690033,0.5741127348643006
Compas Sex,no_transform,Kamiran & Calders LR,8-19280,0.6847649918962723,0.7916666666666666,,,,,0.5569395017793595,,,,,0.8486842105263158,0.0736842105263158,0.9131782945736434,0.775,0.43373493975903615,0.14455316044973215,0.7500326214605715,0.5782881002087683
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",8-19280,0.6807131280388979,0.7842261904761905,,,,,0.5569395017793595,,,,,0.8223684210526315,0.04929149797570842,0.9400615384615385,0.7730769230769231,0.4457831325301205,0.13041728500641392,0.7736598568185787,0.5762004175365344
Compas Sex,no_transform,"Logistic Regression, C=1.0",9-21690,0.6766612641815235,0.7559523809523809,,,,,0.5818505338078291,,,,,0.7960526315789473,0.051821862348178094,0.9349014621741895,0.7442307692307693,0.4578313253012048,0.14550896697436927,0.758827698336599,0.6033402922755741
Compas Sex,no_transform,LRCV,9-21690,0.666936790923825,0.7395833333333334,,,,,0.5800711743772242,,,,,0.7894736842105263,0.06447368421052635,0.9183333333333333,0.725,0.4578313253012048,0.14342128430213547,0.7614625167336011,0.6012526096033403
Compas Sex,no_transform,SVM,9-21690,0.6936790923824959,0.8035714285714286,,,,,0.5622775800711743,,,,,0.881578947368421,0.10080971659919025,0.8856486796785304,0.7807692307692308,0.4939759036144578,0.08013683124984278,0.8604162102957283,0.5741127348643006
Compas Sex,no_transform,Agarwal LR,9-21690,0.6766612641815235,0.7559523809523809,,,,,0.5818505338078291,,,,,0.7960526315789473,0.051821862348178094,0.9349014621741895,0.7442307692307693,0.4578313253012048,0.14550896697436927,0.758827698336599,0.6033402922755741
Compas Sex,no_transform,Kamiran & Calders LR,9-21690,0.673419773095624,0.7514880952380952,,,,,0.5800711743772242,,,,,0.7894736842105263,0.04908906882591091,0.9378205128205128,0.7403846153846154,0.4578313253012048,0.14342128430213547,0.7614625167336011,0.6012526096033403
Compas Sex,no_transform,"ZafarEqOpp, τ=5.0, μ=1.2",9-21690,0.6620745542949756,0.7217261904761905,,,,,0.5907473309608541,,,,,0.7763157894736842,0.07054655870445337,0.9091264667535854,0.7057692307692308,0.4819277108433735,0.1276756294489021,0.7905594982670408,0.6096033402922756
